69, 0, 41.496685, -86.322037, 239.61, 0.00, 1, 0.00, 1500, 1500, 1500, 160.00, 14430.00, 7.50, 14427.50
70, 0, 41.496685, -86.322037, 238.31, 0.00, 1, 0.00, 1500, 1500, 1500, 161.25, 14428.75, 6.25, 14427.50
71, 0, 41.496685, -86.322037, 239.02, 0.00, 1, 0.00, 1500, 1500, 1500, 158.75, 14427.50, 6.25, 14425.00
72, 0, 41.496687, -86.322037, 239.73, 0.00, 1, 0.00, 1500, 1500, 1500, 157.50, 14426.25, 7.50, 14423.75
73, 0, 41.496687, -86.322037, 240.06, 0.00, 1, 0.00, 1500, 1500, 1500, 145.00, 14425.00, 6.25, 14422.50
74, 0, 41.496687, -86.322037, 239.73, 0.00, 1, 0.00, 1500, 1500, 1500, 201.25, 14412.50, 7.50, 14422.50
76, 0, 41.496687, -86.322037, 239.73, 0.00, 1, 0.00, 1500, 1500, 1500, 150.00, 14427.50, 6.25, 14423.75
77, 0, 41.496689, -86.322037, 237.84, 0.00, 1, 0.00, 1500, 1500, 1500, 145.00, 14430.00, 6.25, 14426.25
78, 0, 41.496689, -86.322037, 238.60, 0.00, 1, 0.00, 1500, 1500, 1500, 151.25, 14425.00, 7.50, 14423.75
79, 0, 41.496689, -86.322037, 241.13, 0.00, 1, 0.00, 1500, 1500, 1500, 158.75, 14430.00, 7.50, 14425.00
80, 0, 41.496689, -86.322044, 237.80, 0.00, 1, 0.00, 1500, 1500, 1500, 147.50, 14426.25, 6.25, 14423.75
81, 0, 41.496687, -86.322044, 237.41, 0.00, 1, 0.00, 1500, 1500, 1500, 146.25, 14426.25, 7.50, 14426.25
82, 0, 41.496687, -86.322044, 238.63, 0.00, 1, 0.00, 1500, 1500, 1500, 143.75, 14432.50, 8.75, 14428.75
83, 0, 41.496687, -86.322044, 237.47, 0.00, 1, 0.00, 1500, 1500, 1500, 168.75, 14428.75, 7.50, 14425.00
84, 0, 41.496687, -86.322044, 238.94, 0.00, 1, 0.00, 1500, 1500, 1500, 155.00, 14428.75, 7.50, 14426.25
85, 0, 41.496687, -86.322044, 236.98, 0.00, 1, 0.00, 1500, 1500, 1500, 153.75, 14427.50, 7.50, 14423.75
86, 0, 41.496687, -86.322044, 239.49, 0.00, 1, 0.00, 1500, 1500, 1500, 146.25, 14432.50, 7.50, 14427.50
87, 0, 41.496687, -86.322044, 241.87, 0.00, 1, 0.00, 1500, 1500, 1500, 156.25, 14428.75, 7.50, 14422.50
89, 0, 41.496687, -86.322052, 238.60, 0.00, 1, 0.00, 1500, 1500, 1500, 145.00, 14427.50, 7.50, 14426.25
90, 0, 41.496689, -86.322052, 240.75, 0.00, 1, 0.00, 1500, 1500, 1500, 147.50, 14430.00, 6.25, 14423.75
91, 0, 41.496689, -86.322052, 238.60, 0.00, 1, 0.00, 1500, 1500, 1500, 1030.00, 14496.25, 6772.50, 15191.25
